description_id,description
2230,"Seemingly the only person left alive after a nuclear war, a sixteen-year-old girl is relieved to see a man arrive into her valley until she realizes that he is a tyrant and she must somehow escape."
2231,"This nationally acclaimed best seller is a spirited, original, and wonderfully irreverent conversation that will challenge, provoke, and forever change your outlook on the digital economy. A rich tapestry of anecdotes, object lessons, parodies, insights, and predictions, The Cluetrain Manifesto illustrates how the Internet has radically reframed the seemingly immutable laws of business--and what business needs to know to weather the seismic aftershocks."
2232,"A better value than all the competition, these pocket travel guides offer travelers the insight of local experts to easily plan the perfect trip. Take the work out of planning any trip with DK's Eyewitness Top 10 Travel Guides. Branded with DK's trusted and familiar ""Eyewitness"" style, these compact guides make finding the best every destination has to offer easier than ever before! Perfect for business travel and vacation, searching for the finest cuisine or the least expensive places to eat, the most luxurious hotels or the best deals on places to stay, the best family destination or the hottest nightspot, Eyewitness Top 10 Travel Guides provide current, useful information based on the insight of local experts to find the best of everything that each destination has to offer."
2233,"Details are at the heart of every decorating scheme. Flowers and plants, art, collectibles, books, photographs - these are all finishing touches that add energy and character and wit to our homes. In this new volume in their Great Style series, the editors of House Beautiful offer myriad ways to choose and arrange these wonderful ""punctuation points"" to animate every type of decor, from sleek and contemporary rooms to highly embellished traditional schemes.House Beautiful takes the mystery out of selecting and displaying these accents by exploring the five simple guidelines of shape, scale, texture, color, and finish that are the major criteria in all professional design decisions: which pieces belong together, how many of them are enough or too much, what background is best for paintings, how to add drama to an arrangement. And each page is brimming with ideas for enlivening every room with the beauty of nature, with favorite collectibles or serious collections, even with personal mementos and everyday items. More than one hundred rich color photographs of homes throughout the country bring all these design lessons to vibrant life."
2234,"NOW A NETFLIX ORIGINAL SERIESDear Reader,If you have not read anything about the Baudelaire orphans, then before you read even one more sentence, you should know this: Violet, Klaus, and Sunny are kindhearted and quick-witted, but their lives, I am sorry to say, are filled with bad luck and misery. All of the stories about these three children are unhappy and wretched, and this one may be the worst of them all. If you haven't got the stomach for a story that includes a hurricane, a signalling device, hungry leeches, cold cucumber soup, a horrible villain, and a doll named Pretty Penny, then this book will probably fill you with despair. I will continue to record these tragic tales, for that is what I do. You, however, should decide for yourself whether you can possibly endure this miserable story.With all due respect,Lemony Snicket"
2235,"This Newbery Honor-winning, hilarious Floridian adventure involves new kids, bullies, alligators, eco-warriors, pancakes, pint-sized owls, and more. A New York Times bestseller!Everybody loves Mother Paula’s pancakes. Everybody, that is, except the colony of cute but endangered owls that live on the building site of the new restaurant. Can the awkward new kid and his feral friend prank the pancake people out of town? Or is the owls’ fate cemented in pancake batter?“A wonderful tour de-force.” —The Boston Globe   “A rollicking, righteous story.” —The Miami Herald   “Yes, it is a hoot.”—The Washington PostFrom the Hardcover edition."
2236,Five boyhood friends build their own boat and set off through uncharted seas on a magical journey of adventure and self-discovery.
2237,"This edition covers eco-tourism and other adventures on foot and by vehicles of various sorts, plus the usual tourist information, from Belize City to Guatemala. An unusual feature is a bird checklist. Annotation (c) Book News, Inc., Portland, OR (booknews.com)"
2238,"A new essential in the kitchen, the grill pan is a wonderful tool cooks everywhere are falling in love with. Its great for low-fat cooking and is a must-have for rainy days and city dwellers who dream of grilling but don't have the outdoor space. Delicious, healthy meals happen in minutes with chef Jamee Ruth's easy techniques and recipes. With the Grill Pan Cookbook, home cooks will never be at a loss for an enticing recipe that maximizes the grill pans amazing potential. Including scores of ideas for lean meats, shrimp, chicken, and succulent vegetables, this fun and inviting cookbook makes whipping up beautifully grilled dishes a snap."
2239,"""This is a magisterial retelling of who did what with and to whom--Ezra Pound, the Fitzgeralds, the Murphys, Getrude Stein and Alice B. Toklas, Sylvia Beach and James Joyce, Robert McAlmon, Bryher, H.D., and all the other major and minor players whose personal histories gave the era the aura of golden perfection.""--The New York Times Book ReviewIn this brilliant, elegantly written biography, award-winning author James R. Mellow offers a thorough reassessment of a man who was both a literary giant and an icon for his age. The final volume in Mellow's ""Lost Generation"" trilogy, Hemingway: A Life Without Consequences is also a homage to Paris in the 1920s and a tribute to the writers and artists who set the indelible standards for the modern age.""Without it, neither scholar nor layman can claim to have a full understanding of the forces that shaped and ultimately destroyed the talent of a man who is arguably the most influential writer of the twentieth century.""--Los Angeles Times"
2240,"This classic biography rescues Abe Lincoln, a shrewd practitioner of frontier jurisprudence, from schoolbook myths of Honest Abe. Anecdotal and penetrating, it portrays Lincoln the trial lawyer, the brief lawyer, the appellate lawyer, the railroad and big business lawyer, and for a time the judge. It follows him, too, into his Civil War presidency to attest to status as one of the world’s truly great legal minds."
2241,"Kakuzo Okakura, who was known in America as a scholar, art critic, and Curator of Chinese and Japanese Art at the Boston Museum of Fine Arts, directed almost his entire adult life toward the preservation and reawakening of the Japanese national heritage — in art, ethics, social customs, and other areas of life — in the face of the Westernizing influences that were revolutionizing Japan around the turn of the century.This modern classic is essentially an apology for Eastern traditions and feelings to the Western world — not in passionate, oversentimental terms, but with a charm and underlying toughness which clearly indicate some of the enduring differences between the Eastern and Western mind. Okakura exhibits the distinctive ""personality"" of the East through the philosophy of Teaism and the ancient Japanese tea ceremony. This ceremony is particularly revelatory of a conservative strain in Japanese culture; its ideals of aesthetic tranquility and submission to the ways of the past find no parallel in the major cultural motifs of the West.Not only does he discuss the tea ceremony and its rigid formalities, and the cult and patterns of belief surrounding tea and tea-drinking, but Okakura also considers religious influences, origins, and history, and goes into the importance of flowers and floral arrangements in Japanese life — their proper appreciation and cultivation, great tea-masters of the past, the tea-room with its air of serenity and purity, and the aesthetic and quasi-religious values pervading all these activities and attitudes.Okakura's English style was graceful, yet exceptionally clear and precise, and this book is one of the most delightful essay-volumes to the English language. It has introduced hundreds of thousands of American readers to Japanese thinking and traditions. This new, corrected edition, complete with an illuminating preliminary essay on Okakura's life and work, will provide an engrossing account for anyone interested in the current and central themes of Oriental life."
2242,Describes the characteristics and care requirements of the most popular perennials
2243,"Can't tell a habanero from a poblano? What's the difference between red and green chile sauce? Chile powder and powdered chiles? W. Park Kerr has all the answers, along with twenty-six recipes and complete instructions for roasting, freezing, and using hot and sweet peppers in every imaginable way."
2244,"Are today’s teenagers really slackers, the apathetic, baggy-pants wearing, unmotivated individuals so often portrayed by the media? This engrossing account?based on a landmark study of 7,000 teens?gives us good news and bad news about our teenagers. Contrary to prevailing notions, theirs is the most ambitious generation yet. But because schools and parents do a poor job of directing them, many take the wrong courses, choose the wrong colleges, and often finish college with neither job skills nor specific career goals. Their dreams of success are likely to remain just that?dreams.Barbara Schneider and David Stevenson reveal that today’s teens are not only misdirected but often very alienated. They spend more time alone and are depressed about it. Fewer teens have best friends or solid romantic relationships. And at school they move from group to group, changing affiliations often. Schneider and Stevenson show how parents and teachers can take adolescents’ admirable raw ambition and provide them with direction and social support that they so sorely lack. As the authors demonstrate through many poignant cases, it is not enough to simply tell teens to work hard. We must also help them to figure out what they want to do and how to go about doing it."
2245,"The author reveals the latest scientific discoveries and theories about the habitat, behavior, anatomy, characteristics, and other important aspects of the dinosaurs"
2246,"James Watson, a discoverer of the structure of DNA, described it as ""the most golden of molecules,"" the true chemical for life. Indeed, it is the essential component from which our genes are made. In it is encoded the genetic language that controls our destinies. Astonishingly powerful, just six millionths of a gram of DNA carries as much information as ten volumes of theOxford English Dictionary. The ""Book of Man,"" is the term used by Walter Bodmer and Robin McKie for the DNA that is the instruction set according to which all humans are made. At conception, a single cell--the fertilized egg--is produced, and it is this one cell that has the potential to form a new and unique individual under the guidance of the DNA within its nucleus. The human body is made up of a hundred million million cells of many different sorts, and all contain the inherited information that comes from that first, single cell created at fertilization. Bodmer and McKie assert that when we learn how to read DNA's pages and chapters we will obtain the information relevant to the understanding of most diseases, individual differences in behavior, and a new awareness of our own history and evolution. The Book of Man explores how genetic information is now being read and interpreted by focusing on biology's most ambitious undertaking to date--the Human Genome Project, an attempt to uncover all the 100,000 genes that control our development and detail the DNA alphabet of each. The authors go on to wrestle with the moral and ethical issues of modern genetics, making a case for a rational appraisal of genetic engineering and for the public to become sufficiently ""DNA literate"" in order to appreciate the crucial role it plays in our lives. From Gregor Mendel's discovery of the laws of inheritance to the high-tech, crime-stopping power of forensics science and the fascinating but sometimes troublesome implications of the latest science of genetic engineering,The Book of Man brilliantly explores and explains the quest that is changing our understanding of what it means to be a human being."
2247,"Seinfeld.  For more than 33 million viewers, the Emmy Award-winning television show has become a Thursday night ritual.  Even though the show has ended,  Jerry Seinfeld's distinct brand of humor can still be yours.  In his #1 New York Times bestselling book, SeinLanguage, Jerry Seinfeld has captured on the page his views on topics ranging from Raisinettes to relationships, from childhood to cop shows, and from parents to power suits.  This must-have book for all fans--and who isn't a fan?--remains available in both paperback and hardcover."
2248,"Early one morning, Willa gets up and tries to make her own breakfast. But she’s too small to reach anything. Luckily, her older brother, Willoughby, is there to help--and to tell her about the many things she’ll be able to do all by herself once she’s big. A cozy sequel to the bestselling Tell Me Something Happy Before I Go to Sleep, this gentle and reassuring story about growing up is just right for every child--big or small."
2249,"An anthology of nineteen stories featuring nature's creatures includes the writing of Rudyard Kipling, Alistair Graham, Isak Dinesen, Jack London, William Faulkner, Farley Mowatt, Elspeth Huxley, and Antoine de St. E+a7xupe+a7ry."
2250,"In this groundbreaking new book, a Harvard-trained neurologist shows how you can attain lifelong mental fitness. Utilizing the latest breakthroughs in research, Dr. Jeff Victoroff has developed a definitive, life-changing plan that provides you with the powerful, scientifically based methods you need to protect your brain from aging and memory loss. Starting today, you too can save your brain.If you are over forty years old, you already know the bad news: names may be harder to remember; a word may sometimes elude you as you speak; you may sometimes misplace your glasses, your car keys (or even your car!). But medical research is lifting the veil of mystery off the process of brain aging and offering up strong evidence that you do not necessarily have to accept deteriorating brain function as you get older. From the benefits of exercise to the effects of stress relief, from what you eat and drink to the kind of work you do, from the natural substances that are most likely to help to the new medications your doctor can prescribe, this book outlines literally hundreds of preventive measures you can take to keep your mind sharper, stronger, and healthier your whole life. Among the many topics covered in this book are:• Amazing new studies revealing who is most likely to get Alzheimer’s disease--and how we can all reduce our risk• Powerful evidence showing how the Brain-Saving Diet can boost your defenses against memory loss• How stress, depression, anger, and low self-esteem can literally threaten the structure of our brains, and what we should all be doing about it• The surprising discovery that inflammation is slowly cooking our brain cells, and how we can stop it• The two ways you can literally add new brain cells!A book that will change the way you live, eat, and work, Saving Your Brain is a wake-up call to those people who have long since learned the wonders of taking care of their body--and now have the very real chance to provide the same lifesaving care for their brain.From the Hardcover edition."
2251,"""Surprisingly tender."" -- The New York Times Book Review. Set in Kabul under the rule of the Taliban, this extraordinary novel takes readers into the lives of two couples: Mohsen, who comes from a family of wealthy shopkeepers whom the Taliban has destroyed; Zunaira, his wife, exceedingly beautiful, who was once a brilliant teacher and is now no longer allowed to leave her home without an escort or covering her face. Intersecting their world is Atiq, a prison keeper, a man who has sincerely adopted the Taliban ideology and struggles to keep his faith, and his wife, Musarrat, who once rescued Atiq and is now dying of sickness and despair. Desperate, exhausted Mohsen wanders through Kabul when he is surrounded by a crowd about to stone an adulterous woman. Numbed by the hysterical atmosphere and drawn into their rage, he too throws stones at the face of the condemned woman buried up to her waist. With this gesture the lives of all four protagonists move toward their destinies. The Swallows of Kabul is a dazzling novel written with compassion and exquisite detail by one of the most lucid writers about the mentality of Islamic fundamentalists and the complexities of the Muslim world. Yasmina Khadra brings readers into the hot, dusty streets of Kabul and offers them an unflinching but compassionate insight into a society that violence and hypocrisy have brought to the edge of despair."
2252,"With this book, 8-12 year-olds should never again cry, 'What will I read next? This is an up-to-date guide to the best children's books around - from classics to titles published at the end of 2003."""
2253,"Taking a decorative approach to horticulture, the author shares specific advice on the cultivation and placement of herbs and offers instructions, recipes, and craft ideas for using herbs"
2254,"A guide to the writers, literary works, and movements that have shaped America's literary tradition. Spanning almost 400 years, some 1,600 entries offer profiles of about 1,000 writers, synopses of some 500 literary works, and descriptions of about 75 groups, movements, and periodicals. Entries on writers give significant biographical details and descriptions of the author's career and most important works. Authors profiled include novelists, poets, essayists, and dramatists. Many entries include a b&w photo of the author. Material is easily accessible for all levels of readers high school and up. Annotation c. Book News, Inc., Portland, OR (booknews.com)"
2255,"Just before 11 o'clock on an ordinary summer night in Washington, D.C., Tucker Jones hears a devastating allegation about his daughter, a party, and some boys. From that heart-stopping moment, Breaking Her Fall moves with irresistible force to its wrenching and redemptive conclusion. In a desperate rage, Tucker races to the party to find his daughter already departed, but his full-boil interrogation of the insolent boys ends with one of them crashing into a glass tabletop. In a second, Tucker's rage turns to remorse, but the gears of the legal machine are quickly set into motion, and they threaten to grind Tucker exceedingly fine.  He can easily lose his home, his business, and his freedom, but Tucker is most concerned with losing his daughter. Stephen Goodwin charts their uncommonly difficult passage from bleak despair to reconciliation and then to hope with extraordinary grace and insight."
2256,"An entertaining, poignant, and neurotic memoir describes one woman's life at the edge of turning forty, her midlife crisis, her obsession with the five men she had lusted after and lost between the ages of thirteen and thirty-five, and the impact of that obsession on her marriage."
2257,Full-color pictures by the awardwinning illustrator highlight a retelling of the classic tale about the inquisitive little girl who enters the home of the three bears and mishandles their prized possessions
2258,"No one knows where the tooth fairy lives, how she travels, or what she does with the teeth that she gathers"
2259,"Pick up The New York Public Library Literature Companion to check the dates of Marcel Proust's Remembrance of Things Past or to find out how James Joyce's Ulysses changed U.S. obscenity laws, and you may find yourself hours later absorbed in the imaginary worlds of Camelot and The Matrix or sidetracked by the fascinating history of The New Yorker. Designed to satisfy the curious browser as well as the serious researcher, this exciting new resource offers the most up-to-date information on literature available in English from around the world, from the invention of writing to the age of the computer.  Interwoven throughout the more than 2,500 succinct and insightful entries on Creators, Works of Literature, and Literary Facts and Resources are the fascinating facts and quirky biographical details that make literature come alive. Readers will discover, for instance, that Walt Whitman was fired from his government job after his personal copy of Leaves of Grass was discovered in his desk by the Secretary of the Interior, who was scandalized by it; that James Baldwin remembered listening to blues singer Bessie Smith (""playing her till I fell asleep"") when he was writing his first book; and that a publisher turned down the serialization rights to Gone with the Wind, saying, ""Who needs the Civil War now -- who cares?""   Looking for information about book burning or how many Nobel laureates have come from Japan? You'll find it here. Trying to remember the name of that movie based on a favorite book? Read the ""Variations"" section -- you'll be amazed at the pervasive presence of great literature in today's entertainment. From Aristophanes to Allende, from Bergson to Bloom, the biographical entries will inform readers about the men and women who have shaped -- and are shaping -- the literary world. Look into ""Works of Literature"" to discover the significance of Beowulf, The Fountainhead, Doctor Zhivago, and nearly 1,000 other titles. Check the ""Dictionary of Literature"" to find out what the critics and theorists are talking about. And if you wish to delve even deeper, ""Websites for Literature"" and ""Literary Factbooks and Handbooks"" are just two of the bibliographies that will point readers in the right direction.  Unique in scope and design and easy to use, The New York Public Library Literature Companion will be at home on every reader's shelf. Whether you are immersed in Stephen King or King Lear, this book has the insights, facts, and fascinating stories that will enrich your reading forever.  With four major research centers and 85 branch libraries, The New York Public Library is internationally recognized as one of the greatest institutions of its kind. Founded in 1895, the library now holds more than 50 million items, including several world-renowned collections of literary manuscripts and rare books. Among the books published from the library in recent years are The New York Public Library Desk Reference (1998); The Hand of the Poet (1997); Letters of Transit: Reflections on Exile, Identity, Language, and Loss (1999); A Secret Location on the Lower East Side: Adventures in Writing, 1960-1980 (1998); and Utopia: The Search for the Ideal Society in the Western World (2000).  Pick up The New York Public Library Literature Companion to check the dates of Marcel Proust's Remembrance of Things Past or to find out how James Joyce's Ulysses changed U.S. obscenity laws, and you may find yourself hours later absorbed in the imaginary worlds of Camelot and The Matrix or sidetracked by the fascinating history of The New Yorker. Designed to satisfy the curious browser as well as the serious researcher, this exciting new resource offers the most up-to-date information on literature available in English from around the world, from the invention of writing to the age of the computer.  Interwoven throughout the more than 2,500 succinct and insightful entries on Creators, Works of Literature, and Literary Facts and Resources are the fascinating facts and quirky biographical details that make literature come alive. Readers will discover, for instance, that Walt Whitman was fired from his government job after his personal copy of Leaves of Grass was discovered in his desk by the Secretary of the Interior, who was scandalized by it; that James Baldwin remembered listening to blues singer Bessie Smith (""playing her till I fell asleep"") when he was writing his first book; and that a publisher turned down the serialization rights to Gone with the Wind, saying, ""Who needs the Civil War now -- who cares?""   Looking for information about book burning or how many Nobel laureates have come from Japan? You'll find it here. Trying to remember the name of that movie based on a favorite book? Read the ""Variations"" section -- you'll be amazed at the pervasive presence of great literature in today's entertainment. From Aristophanes to Allende, from Bergson to Bloom, the biographical entries will inform readers about the men and women who have shaped -- and are shaping -- the literary world. Look into ""Works of Literature"" to discover the significance of Beowulf, The Fountainhead, Doctor Zhivago, and nearly 1,000 other titles. Check the ""Dictionary of Literature"" to find out what the critics and theorists are talking about. And if you wish to delve even deeper, ""Websites for Literature"" and ""Literary Factbooks and Handbooks"" are just two of the bibliographies that will point readers in the right direction.  Unique in scope and design and easy to use, The New York Public Library Literature Companion will be at home on every reader's shelf. Whether you are immersed in Stephen King or King Lear, this book has the insights, facts, and fascinating stories that will enrich your reading forever.  With four major research centers and 85 branch libraries, The New York Public Library is internationally recognized as one of the greatest institutions of its kind. Founded in 1895, the library now holds more than 50 million items, including several world-renowned collections of literary manuscripts and rare books. Among the books published from the library in recent years are The New York Public Library Desk Reference (1998); The Hand of the Poet (1997); Letters of Transit: Reflections on Exile, Identity, Language, and Loss (1999); A Secret Location on the Lower East Side: Adventures in Writing, 1960-1980 (1998); and Utopia: The Search for the Ideal Society in the Western World (2000)."
2260,"Even those of us born without a green thumb can appreciate the tranquility and beauty of a well-kept garden. This new gift book, brimming with original art, blends two of the author's favorite passions - gardening and painting - into a collection of personal reflections and tips for both novice and skilled garden enthusiasts. Readers will love the recipes, gardening gift ideas, tips for attracting hummingbirds to gardens, and suggestions for planting a variety of gardens - including vegetable, rose, and butterfly gardens."
2261,"Told by an Indian that he will die when he sees a snow-covered mountain upside down and a blackbird speaks to him, crafty Ben Gizzard feels safe in Depression Gulch until a young man who paints his dreams arrives with a blackbird"
2262,"Harriett Woods insists that it will take more than a woman president to assure that women have effective political power in the next millennium. Stepping Up to Power looks backward in order to move women forward; Woods believes that getting more women to enter the political arena will take both their commitment and a knowledge of the past. The author uses her own life story to recall how women excluded from public life were fired by their determination to solve local problems and by their passion for social issues. Decade by decade, from the 1950s to the present, Woods candidly discusses the positive and negative aspects of pivotal events leading to a triumphant moment when women believe they finally have broken through to real political power-only to discover that new challenges remain.The author examines some of the myths about women as voters and candidates; tells stories about such colorful figures as Bella Abzug and Betty Friedan; provides step-by-step advice on becoming a candidate; and describes from her own personal experience such moments as the Clarence Thomas/Anita Hill hearings, the 1992 ”Year of the Woman,” the appointments of Janet Reno and Ruth Bader Ginsburg, and her own breakthrough race for the U.S. Senate in Missouri in 1982.Stepping Up to Power will fascinate general readers as well as students of women&#39;s history. America has been transformed by a revolution that has changed the personal and public relationships between men and women. The question remains: How will women use the power they have gained? Stepping Up to Power provides an inspiring answer."
2263,"Features three comic novels including With One Lousy Free Packet of Seed, Tennyson's Gift, and Going Loco, as well as a collection of humorous columns about single life, under the heading of Making the Cat Laugh. By the author of Eats, Shoots & Leaves. Original.  75,000 first printing."
2264,A reflection of the Sierra Club's concerns from 1873 to the present
2265,"Paintings, photographs, charts, maps, ship plans, and battle diagrams supplement an account of the Navy's course from its colonial beginnings to its current deployment"
2266,"Discusses all of the famous psychologist's writings and views, his contributions to psychoanalytic theory and practice, and the current controversy about his own personal identity"
2267,"Ayn Rand’s classic tale of a dystopian future of the great “We”—a world that deprives individuals of a name or independence—that anticipates her later masterpieces, The Fountainhead and Atlas Shrugged.They existed only to serve the state. They were conceived in controlled Palaces of Mating. They died in the Home of the Useless. From cradle to grave, the crowd was one—the great WE.In all that was left of humanity there was only one man who dared to think, seek, and love. He lived in the dark ages of the future. In a loveless world, he dared to love the woman of his choice. In an age that had lost all trace of science and civilization, he had the courage to seek and find knowledge. But these were not the crimes for which he would be hunted. He was marked for death because he had committed the unpardonable sin: He had stood forth from the mindless human herd. He was a man alone. He had rediscovered the lost and holy word—I.“I worship individuals for their highest possibilities as individuals, and I loathe humanity, for its failure to live up to these possibilities.”—Ayn Rand"
2268,"Rayan, an orphan with no purpose in life, finds his heroic adventures beginning when he finds the PaSa sword, a cursed blade made from the bones of the demon king and encounters the sword's creator, the evil Shiyan."
2269,An anthology of stories that adds interesting insight into what a relationship is like from an average guys point of view!
2270,"Describes the emergence of post-Civil War New York City, as it evolved from a port city to metropolis via the birth of capitalism, and how such moguls as Rockefeller, Carnegie, and J. P. Morgan helped define the foundation of twentieth-century financial institutions. By the author of Fiorello H. LaGuardia and the Making of Modern New York."
2271,"This book provides basic information about American Indians that every tourist and armchair traveler might need or want. Part One is a brief account of the many different tribes in the lower forty-eight states, detailing their cultures and lifeways, their relations with the federal government, the pan-Indian movement, and contemporary writings and journalism. Part Two offers helpful advice about visiting reservations and guidance in interpreting ceremonials and dances, buying art and craftwork, and camping on Indian lands. Part Three is a detailed, region-by-region guide to the tribes and reservations, campgrounds, and regularly scheduled events.Special sections list museums with important collections of Indian art, crafts, and artifacts; organizations interested in Indian affairs; and publications devoted to tribal interests. There is also a carefully selected list of readings for those who would like to know more about America’s first citizens.The book is lavishly illustrated with photographs and maps designed to aid the traveler who visits Indian Country."
2272,"A step-by-step tutorial from the irreverent authors of The Motley Fool Investment Guide shows investors how to avoid paying brokerage fees, have more control over your own finances, and build a retirement nest egg. Original. 75,000 first printing. Tour. BAKER & TAYLOR"
2273,"The simplicity, directness, wisdom, and humor of Zen have acted as a source of spiritual guidance to thousands of people for generations. It's no surprise, then, that Americans have embraced it wholeheartedly in recent years, establishing the need for a book like Zen.  A visually pleasing, gorgeously tactile gift book, it gathers together major Zen writings in one place. Soothing photographs accompany the poems and koans, revealing to beginners and experienced practitioners alike the enigma and harmony of this ancient tradition. An introduction helps readers approach the text, providing some history of the teachings as well as the philosophy behind them. A glossary and bibliography round out this unique anthology."
2274,An informative text by the distinguished novelist complements a collection of photographs of the American landscape in a work that depicts all aspects of American life from the Rocky Mountains to the state of Maine.
2275,"When master thief Liling-Po is captured, the government gives him a second chance and offers to release him if he retrieves some mysterious items that can grant wishes when assembled."
2276,"Shugo and Reina get more than they expected when they begin playing the online game, The World, the most advanced computer game ever created."
2277,"The vampire Deshwitat, imprisoned for centuries by a sorcerer, is released upon the world and seeks revenge against the one that imprisoned him, and also helps fight against evil as he tries to find his place in the modern world."
2278,"A love triangle forms between Jimmy, a guy who only cares about money, Hae Jung, his girlfriend, and Sung Moo, a lone wolf who doesn't seem to care about anyone, but really wants someone to love."
2279,Ryang stumbles into Faerie's Landing -- where mortal and faerie realms come into contact -- and is given the task of guarding a grounded faerie named Fanta.
2280,"Yen Ragun and his little brother Jin must solve clues to complete their training as Gakushi, people who take care of ghosts and evil spirits."
2281,"When a young woman searches for an Alichino, beautiful creatures who grant wishes at a price, she meets Tsugiri, a young man who has a mysterious connection to the rare creatures, a connection that puts him and everyone around him in grave danger."
2282,"Despite being born with cerebral palsy, Bill Porter grew up to take the physically demanding job of a door-to-door salesman in the worst neighborhood in Portland, Oregon (without pay, only commissions). Eventually he became the company's top salesman in the city, the region, and finally the country. Along the way he learned powerful life lessons that he imparted to those around him. One of those people was Shelly Brady, first hired by Porter as a typist and driver, later a great friend. In this inspiring book, she brings together those lessons. These seemingly simple ideas ? ""Mothers Know Best,"" ""Persistence Pays Off,"" ""Know Your Limits but Reach Beyond Them"" ? resonate powerfully when seen through the lens of a life lived to the fullest against what would be impossible odds for many. Whether finding cooperative bellmen to button his cuffs or beaming a video to his speaking engagements because of ill health, Porter, whose life story became a cause célèbre in the 1990s, gets the job done with a smile ? and shows readers how to do the same."
2283,"Recounts the major events and effects of the battles of Gettysburg, Chickamauga, Sedan, Port Arthur, Verdun, Stalingrad, Dien Bien Phu, and others, and discusses weapons and tactics"
2284,"Generation after generation watched and hoped and prayed for victory. And generation after generation turned away frustrated and disappointed- 1946 (when the Sox lost the World Series in 7 games), '48 (lost a one game play-off to Cleveland), '49 (heartbreak to the Yankees), '67 (again, lost the Series in 7), '75 (and again, lost the Series in 7), Bucky in '78, Buckner in '86, Boone in 2003. Yet every spring the fans flocked back, hopeful again. The losing, the angst, the self-flagellation became so routine that it even developed marketing names. The suffering was called ""The Curse of the Bambino"". The sufferers were called ""Red Sox Nation"" - the ultimate underdogs. Would it ever end?    And then it did.    Why Not Us? is about what the Red Sox's amazing victory in the 2004 World Series meant to the fans. It's about how it felt to be a Red Sox fan - not only at 20 minutes to midnight on October 27, 2004, but decades before. Leigh Montville, best-selling author of Ted Williams and At the Altar of Speed, has interviewed dozens of fans: friends, friends of friends, old sportswriters, ball-players, public figures, and plain folk. Here are their stories-bittersweet stories of passion and pain, eternal hope and crushing despair, the seemingly endless agony and the strange ecstasy of being a Red Sox fan."
2285,"More than four hundred illustrations and an expert commentary, together with selected passages from the New Testament, reveal the land and the times in which Jesus, the Apostles, and Paul worked their ministries"
2286,"When Dabin Choi, the daughter of Seoul's most powerful crime boss, changes schools to seek out her love interest, Eugene, her new classmate is the son of her father's long-time rival."
2287,"Twenty-first century high school student Moon Bin Kim lives a parallel life as the son of a warrior family in the thirteenth century, and struggles to learn who he is and why he exists across time and space."
2288,"Determined to become a rock star, Shuichi Shindou is discouraged by some harsh criticism he receives, and must find the strength to overcome his fears and keep trying."
2289,"The International Soup Book offers more than sixty recipes for the world&#39;s original and undisputed champion of comfort foods--soup. You&#39;ll find soups hot and cold, spicy and mild, with meat and without. You&#39;ll also find soups to mark the start of a fabulous meal, and soups that are fabulous meals in themselves. All the classics are here, including such American regional favorites as New England Clam Chowder and Seafood Gumbo, Bouillabaisse from France, Thai Crispy Fish Spicy Soup, Italian Pasta e Fagioli, and dozens more. In addition, there are recipes for four basic stocks, the foundation on which all good soups are built.  The definitive soups included in this collection offer all of the nutritional benefits of a hot, comforting meal without unnecessary fuss in the kitchen. Whether you prepare Chicken Soup with Matzo Balls to cure what ails you, dazzle your dinner guests with an incomparable Vichyssoise, or transform the daily catch into Fish and Onion Stew, The International Soup Book promises to delight and to become a well-worn addition to your kitchen shelf."
2290,"Ballooning government? Millionaire welfare queens? Tort lawyers run amok? A $330,000 outhouse, paid for with your tax dollars? John Stossel says, ""Give me a break.""When he hit the airwaves thirty years ago, Stossel helped create a whole new category of news, dedicated to protecting and informing consumers. As a crusading reporter, he chased snake-oil peddlers, rip-off artists, and corporate thieves, winning the applause of his peers. But along the way, he noticed that there was something far more troublesome going on: While the networks screamed about the dangers of exploding BIC lighters and coffeepots, worse risks were ignored. And while reporters were teaming up with lawyers and legislators to stick it to big business, they seldom reported the ways the free market made life better.In Give Me a Break, Stossel explains how ambitious bureaucrats, intellectually lazy reporters, and greedy lawyers make your life worse even as they claim to protect your interests. Taking on such sacred cows as the FDA, the War on Drugs, and scaremongering environmental activists -- and backing up his trademark irreverence with careful reasoning and research -- he shows how the problems that government tries and fails to fix can be solved better by the extraordinary power of the free market.He traces his journey from cub reporter to 20/20 co-anchor, revealing his battles to get his ideas to the public, his struggle to overcome stuttering, and his eventual realization that, for years, much of his reporting missed the point.Stossel concludes the book with a provocative blueprint for change: a simple plan in the spirit of the Founding Fathers to ensure that America remains a place ""where free minds -- and free markets -- make good things happen."""
2291,"Experienced masters give their tips and techniques on garden basics, flowers and vegetables, pest and disease control, attracting birds and butterflies, and equipment"
