ISBN,title,publication_year,description_id
0140283382,"Deleted! (Sam and Vera Sloan Mystery Series, Book 3)",2003,1738
0786248688,Souvenir Buildings Miniature Monuments: From the Collection of Ace Architects,1996,1739
0773762078,Sports Illustrated: Greatest Feats: Sport's Most Unforgettable Accomplishments,2002,1740
0884041093,People: 100 Greatest TV Stars of Our Time,2003,1741
0884040801,Hiking Trails in the Northeast,1976,1742
0786887842,Divorce Is Not the End of the World : Zoe's And Evan's Coping Guide for Kids,1997,1743
0450542912,"Charmed & Dangerous (Bronwyn the Witch, Book 1)",2005,1744
0192817264,A Wizard Abroad: The Fourth Book in the Young Wizards Series,2001,1745
0751522732,Truelove & Homegrown Tomatoes: A Novel,2003,1746
0091850401,Face Value: The Truth about Beauty-- and a Guilt-Free Guide to Finding It,2003,1747
1853260312,Serge Something Super for Your Kids (Creative Machine Arts Series),1994,1748
0140016821,The Stones Of Summer,2004,1749
0440418569,The Book of Ralph: A Novel,2005,1750
0786014210,30 Days to a Happy Employee: How a Simple Program of Acknowledgment Can Build Trust and Loyalty at Work,2001,1751
0441005667,Lost Nation: A Novel,2003,1752
0553259830,The Vision of Emma Blau,2001,1753
0312965338,"The Yoga Minibook for Energy and Strength: A Specialized Program for a Stronger, High-Energy You",2003,1754
1888740051,"The Tween Years : A Parent's Guide for Surviving Those Terrific, Turbulent, and Trying Times",1998,1755
0061008028,Ainslie's Complete Guide to Thoroughbred Racing,1988,1756
1931646384,I Do: A Guide to Creating Your Own Unique Wedding Ceremony,2004,1757
0399501487,Great Expectations (Oxford World's Classics),1998,1758
157566559X,A Word or Two Before You Go . . . .,1986,1759
3423125551,Moo,1995,1760
0060514949,Soul Matters For Teens,2005,1761
0425188361,The Medicaid Planning Handbook: A Guide to Protecting Your Family's Assets From Catastrophic Nursing Home Costs,1996,1762
0066210151,The Play Goes On: A Memoir,2002,1763
0395177111,Object of Virtue: A Novel,2004,1764
0375411992,JFK Remembered,1993,1765
0060287802,The Parent's Little Book of Lists: DOs and DON'Ts of Effective Parenting,1997,1766
3442730066,Lose your Love Handles: A 3 Step Program to Streamline your Waist in 30 Days,2001,1767
0394718968,"The Girls' Book of Wisdom: Empowering, Inspirational Quotes from over 400 Fabulous Females",1999,1768
0192820753,"Letting Go: A Parents' Guide to Understanding the College Years, Fourth Edition",2003,1769
0671744003,Dancing in My Nuddy-Pants: Even Further Confessions of Georgia Nicolson,2003,1770
3596129389,The New Dare to Discipline,1996,1771
0915308789,Ortho's Complete Guide to Successful Gardening,1983,1772
3423620196,A Child's Alaska,1994,1773
0743203313,Buried in the Backyard (Science Solves It!),2003,1774
0425177173,Odd Jobs: Portraits of Unusual Occupations,2002,1775
0425172554,Feng Shui Goes to the Office,2000,1776
0440224764,100 Simple Secrets of Great Relationships: What Scientists Have Learned and How You Can Use It,2003,1777
0553572997,Energy Breakthrough: Jump-start Your Weight Loss and Feel Great,2003,1778
034543076X,Teenagers Learn What They Live: Parenting to Inspire Integrity & Independence,2002,1779
0380727501,Women's Wisdom Through the Ages,2002,1780
0312423799,The Traveler's Calendar,2002,1781
0743249887,Clients for Life: Evolving from an Expert-for-Hire to an Extraordinary Adviser,2002,1782
0316089745,Don't You Just Hate That?: 738 Annoying Things,2004,1783
037542217X,Baseball's Hall of Fame: Cooperstown--Where the Legends Live Forever,2001,1784
0345440773,After the Soviet Union: From Empire to Nations (American Assembly Series),1992,1785
0440208912,In the Name of God: The Khomeini Decade,1989,1786
0061093106,Modern Latin America,1984,1787
0373218192,"Politics: Observations and Arguments, 1966-2004",2005,1788
0515120006,Transforming Bible Study with Children: A Guide for Learning Together,1991,1789
0515127396,Dinosaurs,1996,1790
0345433084,The Control Revolution: How the Internet is Putting Individuals in Charge and Changing the World We Know,2000,1791
0345416260,Confessions of a Slacker Mom,2004,1792
0385494785,Somersize Desserts,2001,1793
0385486804,Eye of the Storm: A Civil War Odyssey,2002,1794
0385512104,Lead or Get Off the Pot!: The Seven Secrets of a Self-Made Leader,2005,1795
1555973981,Law and Democracy in the New Russia (Brookings Dialogues on Public Policy),1993,1796
0451180208,Holiday Celebrations (Williams-sonoma Lifestyles),1998,1797
089587198X,Library Book: Lion Dancer (Rise and Shine),2010,1798
0198811020,"If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground",1990,1799
0525237704,Laughing Matters: A Celebration of American Humor,1987,1800
039914255X,Mrs. Moskowitz and the Sabbath Candlesticks,1983,1801
0340649763,Smashed: Story of a Drunken Girlhood,2006,1802
0440236673,Social Psychology (9th Edition),1999,1803
0553295071,Mammoths,1994,1804
0316291161,"Shards of a Broken Crown: Volume IV of the Serpentwar Saga (Serpentwar Saga/Raymond E. Feist, Vol 4)",1998,1805
0449208397,Living-room War,1982,1806
1590171012,The Business of Bliss: How To Profit From Doing What You Love,2001,1807
0060505273,Under the Sun,2006,1808
0752999958,"Smart Eating: Choosing Wisely, Living Lean",1996,1809
0702229962,Sociology Essentials (Essentials Study Guides),1995,1810
0679771476,Play to Your Strengths: Managing Your Internal Labor Markets for Lasting Competitive Advantage,2003,1811
0684848597,Splendors of Ancient Egypt,1998,1812
031215125X,Complete Book of Birdhouses,1990,1813
0064405176,Misery Loves Maggody: An Arly Hanks Mystery (Maggody),1999,1814
0684821192,The Secret Diary of Anne Boleyn,1998,1815
0061056871,How to Write and Illustrate Children's Books,1991,1816
0590988301,Talk to Me: Travels in Media and Politics,2001,1817
0883659654,The Physics of Star Trek,1996,1818
0440235162,Cruel As the Grave: A Medieval Mystery,1998,1819
076790382X,First Feline,1993,1820
0330357808,Maestro: Greenspans Fed And The American Boom,2000,1821
0425158616,Perfect Madness: Motherhood in the Age of Anxiety,2006,1822
0676974562,Sometimes Madness Is Wisdom: Zelda and Scott Fitzgerald: A Marriage (Ballantine Reader's Circle),2003,1823
0307001385,Churchill As War Leader,1993,1824
0595157939,America's Best Recipes,1986,1825
0702231088,"Caesar's Hours: My Life in Comedy, With Love and Laughter",2003,1826
0140143599,Blunder Book: Gigantic,1988,1827
0062502182,"Mathematical Magic Show: More Puzzles, Games, Diversions, Illusions and Other Mathematical Sleight-Of-Mind from Scientific American",1978,1828
0060175400,The People Called Shakers,2011,1829
1573221775,The New Russia: Troubled Transformation,1994,1830
0913367044,The Threat and the Glory: Reflections on Science and Scientists,1990,1831
1888698357,Dora's Eggs,1997,1832
0913367176,"Surviving Personal Bankruptcy: Your Guide to the Personal, Legal, and Financial Issues",2005,1833
0933121245,My First Passover,1991,1834
0312168144,America from Space,2001,1835
0451528182,Top Shelf On Parade,2002,1836
0671537458,"Happy Birthday, Thomas! (Step-Into-Reading, Step 2)",1990,1837
0786014741,Down the Volga: A Journey Through Mother Russia in a Time of Troubles,1992,1838
0517573822,The Essential Adoption Handbook,1993,1839
0877732906,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,2004,1840
0743437810,I Ching,1987,1841
0385240406,Shooting Straight: Telling the Truth About Guns in America,2002,1842
0060116188,Herblock Through the Looking Glass,1984,1843
0394742591,The Roosevelt Women: A Portrait In Five Generations,1999,1844
0517149257,The Fighting Spirit: A Championship Season at Notre Dame,1989,1845
0374517886,The Rosenberg File: A Search for the Truth,1983,1846
0850315336,The American West,1995,1847
0312964854,"The Ten Commandments of Character: Essential Advice for Living an Honorable, Ethical, Honest Life",2003,1848
0743222008,Contemporary Machine Embroidery,1996,1849
0684863324,The New Terrorism: Fanaticism and the Arms of Mass Destruction,2000,1850
0618127453,"Trees, Shrubs & Hedges for Home Landscaping: Secrets for Selection and Care",1999,1851
0884053660,My Time: Making the Most of the Bonus Decades after Fifty,2004,1852
0812590236,Night Moves : Dream Man/After the Night,1998,1853
0515127221,"Genealogy Online, Millennium Edition",1999,1854
0425161242,Neither East Nor West: One Woman's Journey Through the Islamic Republic of Iran,2002,1855
0451200993,Jeff Gordon: Rainbow Warrior: Racing Back to the Front--My Memoir (Auto Racing's New Wave),2000,1856
0679765123,The Hidden Life Of Dogs,1996,1857
0312982194,Mrs. Fixit Easy Home Repair,2001,1858
0451195922,Harley-Davidson: A Love Affair,1998,1859
0425169863,Thursday Is Pot Luck: From Hearty Casseroles to Stir-Fries to Main-Course Salads (Everyday Cookbooks),1995,1860
0345380371,Unnatural Selections,1991,1861
0446609323,Manifesto For A New Medicine: Your Guide To Healing Partnerships And The Wise Use Of Alternative Therapies,1996,1862
0316690619,"Lighthouse Horrors: Tales of Adventure, Suspense and the Supernatural",1993,1863
0446610038,Evensong,1999,1864
155143234X,The Spirit Caller,1997,1865
0891074759,"Fat to Firm at Any Age: How You Can Have a Slimmer, Well-Toned Body at Age 30, 40, and Beyond",1998,1866
0449222276,Potpourri Crafts: More Than 100 Fragrant Recipes & Projects for Every Room in Your Home,1899,1867
0440224608,Sports,1992,1868
0451201558,Students' Guide to Colleges: The Definitive Guide to America's Top 100 Schools Written by the Real Experts--The Students Who Attend Them,2005,1869
0061032077,Potpourri and fragrant crafts,1996,1870
2253004243,"Fodor's Washington, D.C. with Kids, 3rd Edition (Travel Guide)",2006,1871
0679459626,Discovering Dinosaurs: in the American Museum of Natural History,1995,1872
0812566629,A Pocket Full of Seeds (A Puffin Book),1994,1873
0816614024,The Guns of Tortuga,2003,1874
3518390473,The Chisellers (Agnes Browne Series),2000,1875
340414578X,Before You Call the Doctor,1993,1876
3596113350,A New Way to Cook,2001,1877
3453189442,Redeye,1995,1878
3462031252,Secrets of the Sexually Satisfied Woman: Ten Keys to Unlocking Ultimate Pleasure,2005,1879
0671001701,No Pretty Pictures: A Child of War (National Book Award Finalist),1998,1880
0782125557,The New Walt Disney Treasury,1971,1881
1555217532,On Passover,1997,1882
0843943769,Book of Adam to Moses,1989,1883
0553583085,Take Charge of the Change,2003,1884
1892051001,The Numbers of My Jewish Year (Very First Board Books),2006,1885
0805019375,Teaching Your Children About God: A Modern Jewish Approach,1993,1886
1587991039,Information Technology for Management,1999,1887
1587214768,Don't Squat With Yer Spurs On! A Cowboy's Guide to Life (Bk.1),1992,1888
0802130496,The Bear Went Over the Mountain: A Novel (Owl Book),1997,1889
1857931467,Dark Mirror (Star Trek: The Next Generation),1993,1890
0380717085,Night Blooming,2002,1891
0380712172,Atkins for Life: The Complete Controlled Carb Program for Permanent Weight Loss and Good Health,2003,1892
0380706725,The Body and the Blood: The Middle East's Vanishing Christians and the Possibility for Peace,2002,1893
0767904281,What Is Six Sigma?,2001,1894
1558747478,Eating Well Secrets of Low-Fat Cooking: 100 Techniques & 200 Recipes for Great Healthy Food,1996,1895
0440512158,"One-Minute Bible Stories, New Testament",1986,1896
0130179620,"Ready, Set, Dough!: Incredibly Easy and Delicious Ways to Use Store-Bought Doughs",2004,1897
0273649949,Ruby River: A Novel,2004,1898
0072453907,Adhocracy,1993,1899
0130305065,Jennifer Government,2004,1900
0130219193,DK World Reference Atlas,1994,1901
0028626958,Wise Women: Over Two Thousand Years of Spiritual Writing by Women,1996,1902
1884822738,Die Broke: A Radical Four-Part Financial Plan,1997,1903
0140272941,Genetic Soldier,1994,1904
0375700382,"Vital Statistics: An Amazing Compendium of Factoids, Minutiae, and Random Bits of Wisdom",2005,1905
0006550789,You Have More Than You Think: The Motley Fool Guide To Investing What You Have,1998,1906
0140004424,The Discoverers: A History of Man's Search to Know His World and Himself,1983,1907
0812517032,Look Closer: Pond Life,1992,1908
0385492081,Boats (Picture Puffin Books),1993,1909
0451524829,Civil War Ghost Stories and Legends (Peace),1992,1910
0877287384,"The Moon by Whale Light: And Other Adventures Among Bats, Penguins, Crocodilians, and Whales",1992,1911
0465090974,Murder on the Gravy Train,1999,1912
1931412677,Having Everything,2000,1913
0670848549,Son of the Mob (Son of the Mob (Paperback)),2004,1914
0684829746,Indoor Bonsai,1986,1915
0425130215,Don't Go to the Cosmetics Counter Without Me: An Eye-Opening Guide to Brand-Name Cosmetics,1996,1916
8420444782,The Secret Agent (movie tie-in),1996,1917
8489618844,"1000 Reasons You Are the Perfect Mom (1000 Hints, Tips and Ideas)",2005,1918
0061000175,The Best American Nonrequired Reading 2004 (The Best American Series),2004,1919
0312971362,Near Changes: Poems,1992,1920
0061097659,Poplollies and Bellibones: A Celebration of Lost Words,1977,1921
006017935X,Michener And Me: A Memoir,1999,1922
067976402X,At the Crossing-places (Arthur),2001,1923
1558532161,Beggar's Choice: A Nick Polo Mystery,1994,1924
3125918103,Won't You Be My Kissaroo?,2004,1925
0064408329,South: A Memoir of the Endurance Voyage,1998,1926
0743457358,The Inward Garden: Creating a Place of Beauty and Meaning,1995,1927
0743456866,Thurber on Crime,1991,1928
0440235464,The Da Vinci Code: Fact or Fiction? : A Critique of the Novel by Dan Brown,2004,1929
0312251890,Joan Walsh Anglund Storybook,1978,1930
0440227739,When God Says War Is Right: The Christian's Perspective on When and How to Fight,2002,1931
0345425707,Sweet Swing Blues on the Road,1998,1932
0765342294,Harpy Thyme (Xanth),1994,1933
0451821971,Object-Oriented Requirements Analysis and Logical Design: A Software Engineering Approach,1993,1934
0670894494,Fat Girl: A True Story,2006,1935
0060394447,Tremor,2006,1936
0385508980,Young Cam Jansen and the Dinosaur Game,1998,1937
037541181X,When Mama Comes Home Tonight,1998,1938
006093395X,People: 30 Years of Seeing Stars,2004,1939
0385491328,Longstreet Highroad Guide to the New Hampshire Mountains (Longstreet Highlands Innactive Series),1999,1940
0345434692,Shadows on the Ivy: An Antique Print Mystery (Antique Print Mysteries (Paperback)),2005,1941
0553131893,Cooking for Mr. Right,2005,1942
0374177023,Cats with Attitude,2002,1943
076790351X,Releasing the Rivers Within: The Exhilaration of Utter Dependence on God,2003,1944
0452280907,"The Encyclopedia of Craft Projects in an afternoon®: Easy, Step-by-Step Crafts with Basic How-To Instructions-All Illustrated with Over 500 Photos!",2003,1945
0425167313,"Smart Exercise: Burning Fat, Getting Fit",1994,1946
0316314641,All-American Folk Arts and Crafts,1986,1947
034540288X,Make your job interview a success: A guide for the career-minded job seeker,1991,1948
0061073091,Inventors and Discoverers: Changing Our World,1994,1949
0786808772,From Sea to Shining Sea: A Portrait of America,1992,1950
0553234609,Mother Teresa 1910-1997 A Pictorial Biography,1997,1951
0553258540,Martin Leman's Little Kitten Book,1990,1952
0802713661,Night Game (John Marquez Crime Novels),2004,1953
0440237688,Confessions of a Teenage Drama Queen,2005,1954
0679884394,In Search of Business Value: Ensuring a Return on Your Technology Investment,2010,1955
1582970262,Victorian: American Restoration Style,1999,1956
1566091446,Greenspan's Fraud: How Two Decades of His Policies Have Undermined the Global Economy,2005,1957
0553577395,Cicada,2002,1958
0671698419,The Haunt : A Novel,2000,1959
0425167720,Photographic Encyclopedia of Roses,1991,1960
006105660X,Simon & Schuster's Guide to Insects (Fireside Book),1981,1961
0609610597,"Pearls of Kitchen Wisdom: Tips, Shortcuts, and Recipes from a Country Home",2002,1962
0446519960,Half-Scratch Magic: 200 Ways to Pull Dinner Out of a Hat Using a Can of Soup or Other Tasty Shortcuts,2003,1963
0374281602,"Fabulous Fondues: Appetizers, Main Courses & Desserts",2000,1964
0140251839,Viruses Revealed,2001,1965
0399519831,Gun Trader's Guide: Complete Fully Illustrated Guide to Modern Firearms with Current Market Values,2004,1966
0425159795,"How to Shit in the Woods, Second Edition: An Environmentally Sound Approach to a Lost Art",1994,1967
0140255370,Franklin D Roosevelt And The New Deal,1963,1968
0394543971,"Father, We Thank You",2000,1969
0060970790,40 Ways to Raise a Nonracist Child,1996,1970
0156787334,Weight Training: Steps to Success (Steps to Success Activity Series),1998,1971
0448095300,The Biology of the Cell,1981,1972
1569314195,C.A.T. Caper,1990,1973
0060908548,The New Vegetarian,1986,1974
0028606353,The Stonyfield Farm Yogurt Cookbook,1991,1975
0316182540,Landscape Painted With Tea,1990,1976
0553343874,"33 Things Every Girl Should Know: Stories, Songs, poems, and Smart Talk by 33 Extraordinary Women",1998,1977
0881845906,Eight Black Horses,1985,1978
0446355224,A Confidential Source,2005,1979
0061030953,The Ballad of Rocky Ruiz,1993,1980
0316919896,The National Museum of American History,1981,1981
0553299506,The Unofficial Guide to Hawaii (Unofficial Guides),2004,1982
0446611611,DEADLY GAMBITS,1984,1983
0446604658,"Spies: The Undercover World of Secrets, Gadgets and Lies",2004,1984
0553282476,The Pocket Mortgage Guide: 60 of the Most Important Questions and Answers About Your Home Loan - Plus Interest Amortization Tab,2003,1985
0449212602,The Reasons for Seasons: The Great Cosmic Megagalactic Trip Without Moving from Your Chair (The Brown Paper School),1975,1986
0684867621,Poe's Heart and the Mountain Climber: Exploring the Effect of Anxiety on Our Brains and Our Culture,2004,1987
0451147375,When Life Hurts: Comforting Reflections for Our Troubled Moments,1989,1988
0345413903,The Real America: Messages from the Heart and Heartland,2003,1989
0451178033,"New Choices In Natural Healing: Over 1,800 of the Best Self-Help Remedies from the World of Alternative Medicine",1995,1990
0590634275,In the Presence of Dinosaurs,2000,1991
0330294377,Uncle Vanya,1994,1992
0061031569,The Drowning Tree: A Novel (Ballantine Reader's Circle),2004,1993
3257228007,Monkey Learns To Potty,2015,1994
0553582143,Garfield Food for Thought: His 13th Book,1987,1995
0743202961,"Sacred Passage: How to Provide Fearless, Compassionate Care for the Dying",2002,1996
0060002492,Cinderella,1985,1997
0399148620,"This Unhappy Country: The Turn of the Civil War, 1863",2002,1998
0786866462,"The Everything Kids' Joke Book: Side-Splitting, Rib-Tickling Fun",2002,1999
0679426159,Decorating Details Projects and Ideas (Best of Martha Stewart Living),1998,2000
0671020315,"Verifying Nonproliferation Treaties: Obligation, Process, and  Sovereignty",1995,2001
0316569321,Jerusalem: Song of Songs: A Passionate History of a Unique and Inspiring City,1981,2002
067169071X,Unspeakable Acts,1988,2003
0679732241,"The Railway Children (Nesbit, NESB)",2005,2004
0451117670,Operations Research Methods: As Applied to Political Science and the Legal Process (Quantitative Applications in the Social Sciences),1976,2005
0451402251,American Home: From Colonial Simplicity to the Modern Adventure,2001,2006
042513301X,The Beechers: An American Family in the Nineteenth Century,1981,2007
1558175326,Cactus Hotel (Rise and Shine),1993,2008
0449214982,Mugged by the State: Outrageous Government Assaults on Ordinary People and Their Property,2003,2009
0515090174,A Defense for the Dead (Tom Doherty Associates Books),2004,2010
0515095826,The Substitute Victim,1984,2011
0515111279,The Secret School,2003,2012
0671555235,Sugar Busters! Cut Sugar to Trim Fat,1998,2013
1570719586,Start a Craft - Toleware: Get Started in a New Craft With Easy-To-Follow Projects for Beginners,1996,2014
3492232981,Playtime (Treasure Hunt),1996,2015
0553580876,Safe Horse Safe Rider : A Young Rider's Guide To Responsible Horsekeeping,1994,2016
0385475713,Wacky Wednesday (Beginner Books(R)),1974,2017
0345290232,"Women and Pain: Why It Hurts and What You Can Do--Including Complementary and Holistic Remedies, As Well as Traditional Medicine",2002,2018
0345441753,Last Man Down: A Firefighter's Story of Survival and Escape from the World Trade Center,2002,2019
0425045250,Managing Organizational Performance (JOSSEY BASS SOCIAL AND BEHAVIORAL SCIENCE SERIES),1983,2020
0689825234,Honest Water (Wesleyan Poetry Series),1989,2021
0553375407,The King of the Fields,1988,2022
1863714081,Woman of Letters,1984,2023
0151006903,Planet of Whispers,1984,2024
1931561281,Sex in America: A Definitive Survey,1994,2025
038080350X,"When Friday Isn't Payday: A Complete Guide to Starting, Running-and-surviving in a Very Small Business",1993,2026
0679744479,Dirty Little Secrets : The Persistence of Corruption in American Politics,1996,2027
8401466350,Introduction to Islamic Civilization,1976,2028
1562477676,"Words at Play: Quips, Quirks & Oddities",1998,2029
0789414708,101 Things Everyone Should Know About Science,2006,2030
0425115801,Buddhism: The Path to Nirvana (Religious Traditions of the World),1987,2031
0345454073,Valley of The Far Side (Volume 6),1985,2032
0312983654,Garfield Worldwide (Garfield #15),1988,2033
0671024248,Garfield Weighs In: His Fourth Book,1982,2034
0553582933,"Da Capo Best Music Writing 2003: The Year's Finest Writing On Rock, Pop, Jazz, Country & More",2003,2035
0671034022,What Do You Say?,2003,2036
0440208149,The Quotable Dad,2003,2037
0451151259,"Theater in America: 200 Years of Plays, Players, and Productions",1991,2038
0375727132,The Spirit of the Chinese Character: Gifts from the Heart,1992,2039
0446607711,The Vivid Flavors Cookbook: International Recipes from Hot & Spicy to Smokey & Sweet,1994,2040
0765301954,Zachary's Ball (Tavares baseball books),2000,2041
014029645X,Beacon On The Rock: Dramatic History of Lighthouses from Ancient Greece to the Present Day (Barron's Education Series),1999,2042
0445085614,Sea Kayaking: A Manual for Long-Distance Touring,1997,2043
0345416880,The Great Movie Musical Trivia Book,2000,2044
0312874006,Hammond New Century World Atlas,1995,2045
0028621239,National Geographic Atlas of the Middle East,2003,2046
1593080743,Rhymes with Witches,2006,2047
0380771292,Shenandoah Wonder and Light (Wonder and Light series),2005,2048
0805051589,Don't Die Broke: How to Turn Your Retirement Savings into Lasting Income,1999,2049
0312314256,Photographic Atlas of Planets,1982,2050
0445202718,A Casual Brutality,1988,2051
0316136778,"Saying No Is Not Enough Second Edition: Helping Your Kids Make Wise Decisions About Alcohol, Tobacco, and Other Drugs-A Guide for Parents of Children Ages 3 Through 19",1999,2052
0385483503,Encyclopedia of Mysterious Places: The Life and Legends of Ancient Sites Around the World,1990,2053
0590486101,100% Practical Strategies for Teachers,2001,2054
0060187271,"The Joy of Simple Living: Over 1,500 Simple Ways to Make Your Life Easy and -- At Home and at Work",1999,2055
0385497288,Reference Guide to United States Military History 1945 to the Present,1994,2056
038548951X,"Classical Music: The 50 Greatest Composers and Their 1,000 Greatest Works",1995,2057
0345386256,Self-Nurture: Learning to Care for Yourself As Effectively As You Care for Everyone Else,2001,2058
0879517980,The Making of Master and Commander: The Far Side of the World,2003,2059
0131554255,What Nurses Know and Doctors Don't Have Time to Tell You: Practical Wisdom for Everyday Home Health Care,2004,2060
0679725164,"Thunder at Twilight: Vienna, 1913-1914",1989,2061
061830245X,Designs for American Gardens,1991,2062
006015456X,Keys Cuisine: Flavors of the Florida Keys,1994,2063
0312278675,Eight American Poets,1994,2064
0060512806,Self Concept and School Achievement,1970,2065
0060901012,The Fire of God,1986,2066
0060930071,"Freud: Conflict and Culture: Essays on His Life, Work, and Legacy",2000,2067
0060972459,A Girl Could Stand Up: A Novel,2004,2068
0805012478,Treasures from the Earth: The World of Rocks and Minerals,1975,2069
0060975547,"Real Federalism: Why It Matters, How It Could Happen",1999,2070
0375704000,Our Man in Washington,2000,2071
0609806505,"CIVIL RIGHTS AND WRONGS: A Memoir of Race and    Politics, 1944-1994",1994,2072
0965624773,"Rising In The West: The True Story Of An ""Okie"" Family from the Great Depression Through the Reagan Years",1992,2073
0060977507,"Looking Back, Going Forward: New and Selected Poems",2002,2074
055326396X,The Ecstatic Journey: The Transforming Power of Mystical Experience,1997,2075
0812505166,The Last Will and Testament of Jacqueline Kennedy Onassis,1997,2076
0440234824,Bride of the Far Side,1985,2077
0393312801,Garfield Rolls On (Garfield (Numbered Paperback)),1985,2078
0446525804,We're Not Out of the Woods Yet,1979,2079
0446516570,Cyberweb,1995,2080
0312868308,Great Architecture of the World,1975,2081
0380752298,Vivien Leigh,1984,2082
0345434773,Bad Intent: A Maggie MacGowen Mystery,1994,2083
0786005998,The Best of Rumpole,1993,2084
0385254520,"How to Be the Life of the Podium: Openers, Closers & Everything in Between to Keep Them Listening",1993,2085
0060170441,"The Giant Book of American Quotations: Over 8,000 Quotations on 264 Subjects",2006,2086
0590431536,Medea (Plays for Performance Series),2000,2087
0712646221,The Restraint of Beasts,1999,2088
0749318368,Snow Man,1988,2089
0515122491,The Oxford Companion to Women's Writing in the United States,1995,2090
051512902X,Eddy Arnold: Pioneer of the Nashville Sound,1997,2091
0812530314,No Salt Needed Cookbook (Rodale's High Health Cookbook Series),1982,2092
0552138223,Guerrilla Prince: The Untold Story of Fidel Castro,1991,2093
0515131091,"Sopranos, Mezzos, Tenors, Bassos, And Other Friends",1995,2094
0380791382,Jamsa's 1001 DOS & PC Tips/Book and Disk,1992,2095
0091880955,The Faith Factor: Proof of the Healing Power of Prayer,1999,2096
0563537329,The Man in My Basement: A Novel,2004,2097
8401427177,The Wild Irish,2003,2098
8435015521,Marshall McLuhan: The Medium and the Messenger,1998,2099
0140265686,Hitler's Pope: The Secret History of Pius XII,1999,2100
0140257934,Japan: A Reinterpretation,1997,2101
0140254544,The Cambridge Factfinder,1997,2102
0446603708,"The Art of Living : A Guide to Contentment, Joy and Fulfillment",2001,2103
0446606723,Antarctica: A Year at the Bottom of the World,2002,2104
0451524934,Your Money or Your Life: Why We Must Abolish the Income Tax,1999,2105
0679721819,I Love Nature More,1990,2106
0345392825,Internet Resources for Nurses,2000,2107
0060182792,"Workfare or Fair Work: Women, Welfare, and Government Work Programs",1995,2108
0393038440,Hard Sell,1990,2109
0737020121,The Chelsea Girl Murders: A Robin Hudson Mystery (Robin Hudson Mysteries),2000,2110
0679745645,Communication: Means and Technologies for Exchanging Information,1994,2111
1569470901,"Big Sky Country: The Best of Montana, North Dakota, Wyoming, and Idaho",1996,2112
0671027123,Basic Bookbinding,1957,2113
0375412972,Ties That Stress: The New Family Imbalance,1998,2114
0449225151,All Century Team,1999,2115
0590449737,Through the Eyes of a Child: An Introduction to Children's Literature,1998,2116
0892816562,The Inheritor's Handbook: A Definitive Guide for Beneficiaries (Bloomberg Personal Bookshelf (Hardcover)),1998,2117
8440691475,The World's Armies,1991,2118
8466307982,Roadrunner: A Novel,2002,2119
0765342405,Guglielmo Marconi (Lifetimes Series),1990,2120
844062719X,The Earth: A Physical and Human Geography,1987,2121
8420441732,Mortgaging the Earth,1995,2122
0345350499,Breaking the Watch: The Meanings of Retirement in America,2000,2123
844507119X,Maryland Lost and Found: People and Places from Chesapeake to Appalachia,1986,2124
0689837070,Memos to the President: Management Advice From the Nation's Top CEOs,2000,2125
0671041177,The Illuminated Soul,2003,2126
8466300708,The Book of the Royal Year,1987,2127
0312976275,Cuisines of Europe (No. 06440),1984,2128
0767905180,The Fur-Bearing Animals of North America,1984,2129
0743482891,A Clear Conscience,1995,2130
037383232X,New Complete Guide to Gardening (Better Homes & Gardens),1997,2131
1551666200,"Soar Above the Madness: Surviving Office Politics Without Losing Your Mind, Your Job, or Your Lunch",2002,2132
0373242328,The Private Life of Dr. Watson,1983,2133
0373709102,Strength for the Journey,1988,2134
0517077744,The Growth Experiment: How the New Tax Policy Is Transforming the U.S. Economy,1990,2135
0449210197,Illustrated Guide to Shaker Furniture,1972,2136
0373709617,Katie Brown Entertains: 16 Menus 16 Occasions 16 Tables,2000,2137
0373510225,The Beginner's Book of Dreams A Novel,1988,2138
0373301529,Eveolution: Understanding Women--Eight Essential Truths That Work in Your Business and Your Life,2001,2139
0373273193,Tribal Warfare in Organizations: Turning Tribal Conflict into Negotiated Peace,1988,2140
0373301626,One More Time: The Best of Mike Royko,1999,2141
0373271867,Everyday Family Favourites,2003,2142
0373240228,Italian Days,1998,2143
059035342X,Portrait of the Soviet Union,1988,2144
0373764146,Magazine Editors Talk to Writers (WILEY BOOKS FOR WRITERS SERIES),1996,2145
037325928X,Why Aren't Black Holes Black?,1997,2146
0446529788,Out of the Garden: Women Writers on the Bible,1995,2147
044652767X,The Death of an Irish Sea Wolf: A Peter McGarr Mystery,1996,2148
0743246918,Halloween Knight (The Cavendish Chronicles),2000,2149
0373301847,Behind the Secret Window,2003,2150
0373708351,Render Up the Body,1997,2151
1551664690,Ludwig Van Beethoven (Lifetimes),1991,2152
0789491869,The Making of a Conservative Environmentalist,1995,2153
0373835426,The Rainforest Book: How You Can Save the World's Rainforests,1990,2154
0373691157,"Caleb's Story (Sarah, Plain and Tall)",2001,2155
0373301537,Master Drawings Rediscovered: Treasures from Prewar German Collections,1996,2156
0373258674,Food addiction: The body knows,1989,2157
037330174X,Access Minneapolis/St. Paul (ACCESS MINNEAPOLIS AND ST PAUL),1998,2158
